AnimalType,AgeUponOutcome,Breed,Color,SexuponOutcome
0,3650,640,111,2
0,60,637,104,3
0,4380,1271,260,3
0,7,640,220,1
1,3285,1232,243,2
0,365,636,216,3
1,1095,962,38,2
1,60,847,166,0
1,1460,538,128,2
0,300,1251,211,3
1,240,19,36,2
0,1095,640,296,3
1,730,383,318,2
1,1095,1236,355,2
1,365,1066,289,2
1,1460,45,130,3
1,2190,1066,318,2
0,60,640,306,0
1,365,585,88,2
1,730,1066,5,3
1,180,1245,5,3
1,365,450,289,2
1,365,1061,289,2
1,730,468,329,2
1,365,855,330,2
0,7,640,5,4
1,365,1268,318,2
1,1095,1365,114,2
1,365,1052,38,2
1,365,334,210,2
0,3650,640,168,2
1,730,1066,98,1
1,730,764,348,0
0,365,640,139,0
1,1095,125,25,2
0,60,640,5,0
1,365,1336,185,1
1,1095,325,114,2
1,180,1066,130,2
1,90,450,289,0
0,60,640,41,2
1,365,529,259,2
1,365,521,355,3
1,730,847,165,3
1,730,227,36,2
1,30,74,307,3
0,365,640,318,4
1,730,559,250,2
1,365,975,318,2
0,365,637,111,0
1,60,1197,36,2
1,2555,167,307,2
0,90,640,86,4
1,730,810,329,2
1,90,125,307,2
1,3650,1288,329,1
1,1460,855,70,2
1,365,1066,38,2
1,2,1066,86,1
1,150,696,114,3
1,210,394,128,0
0,90,640,5,2
0,60,640,302,0
0,365,637,139,3
1,1825,450,30,2
1,4380,1365,114,1
0,120,640,41,3
1,730,847,38,3
1,3285,847,5,2
0,60,637,111,2
0,730,1251,211,2
1,3650,559,274,2
0,365,637,332,2
0,1095,637,220,2
0,0,640,324,0
1,365,27,47,1
1,1460,989,240,3
0,14,640,104,4
1,730,1158,36,2
0,365,640,5,2
1,730,450,36,2
1,3285,811,165,2
0,730,640,111,0
0,28,640,216,1
0,30,640,327,1
1,1095,380,86,1
0,365,640,111,1
0,6,640,104,4
1,365,696,38,3
1,60,847,38,2
1,730,1336,41,3
1,365,450,274,3
1,1825,55,130,3
1,730,249,38,3
0,60,640,324,2
0,365,640,104,3
1,60,1082,289,1
1,180,1066,354,0
1,2190,696,5,2
1,60,329,130,3
0,4745,640,220,3
1,60,847,239,0
1,60,695,36,2
1,1095,112,36,0
1,730,1255,38,3
0,60,632,5,3
0,1,640,104,4
1,365,450,88,3
1,730,1066,98,0
0,120,632,11,2
1,365,764,320,3
1,180,1066,38,1
0,180,640,5,3
1,60,847,38,2
1,1095,862,38,2
1,1825,547,317,2
1,365,1066,38,1
1,1095,924,318,2
0,730,640,291,3
1,150,962,318,1
0,60,640,104,2
1,60,307,307,3
1,30,847,25,2
0,365,640,111,0
0,30,640,320,1
1,2190,626,320,2
1,60,811,334,3
0,2190,632,38,3
1,60,450,163,3
1,1825,74,237,0
0,30,640,104,0
1,365,307,88,3
0,1,640,291,4
1,365,930,318,3
0,270,640,296,3
1,120,1116,38,0
0,60,640,216,2
0,1095,632,63,3
1,1825,156,36,2
0,180,640,216,1
0,60,640,5,0
1,30,6,89,2
1,1095,61,130,1
0,30,640,291,0
0,60,640,111,3
1,730,307,98,3
1,30,85,38,3
0,730,1251,297,3
0,730,640,111,2
0,365,640,104,0
0,90,640,139,3
1,365,450,320,1
0,60,640,5,2
1,365,450,289,3
1,2555,55,150,3
1,1095,980,170,2
0,60,640,320,3
1,2190,1169,349,3
1,120,449,353,0
1,730,450,88,2
0,60,640,216,2
1,365,432,226,2
1,1095,1066,41,2
1,1095,909,204,2
1,365,1298,185,3
1,1095,486,226,2
1,365,33,329,1
0,21,640,63,0
0,60,640,5,2
1,4015,847,150,3
1,730,450,131,3
1,730,696,278,3
1,4380,962,38,1
1,365,407,359,3
0,30,639,296,3
0,60,640,5,2
1,2920,980,38,2
1,365,463,88,3
1,730,1196,36,3
1,30,687,86,0
0,60,640,5,3
0,60,637,104,1
1,365,851,38,2
1,2920,1236,194,3
0,60,1271,260,4
0,30,640,139,0
0,2555,640,38,4
0,14,640,318,0
1,365,1066,89,2
1,365,1232,289,0
0,90,640,5,2
1,60,167,36,2
1,365,681,5,3
1,90,951,89,2
1,730,450,163,2
0,1825,640,5,2
0,1095,1271,261,3
1,730,847,5,2
1,60,559,250,3
0,365,945,146,3
0,1825,640,104,2
0,330,640,220,2
0,28,632,5,0
0,180,637,296,0
1,150,1146,274,1
1,3650,450,130,1
1,365,450,289,1
0,30,640,86,3
0,21,640,104,4
0,60,632,68,3
1,365,577,307,2
1,730,696,36,3
0,90,1252,260,4
1,150,1202,36,2
0,180,640,104,2
1,60,125,307,3
1,60,74,130,3
1,2920,450,124,1
0,730,640,104,2
1,1095,449,88,2
0,365,1206,41,3
0,4,640,167,1
0,14,640,38,4
1,1460,1066,98,3
1,365,27,329,1
1,1095,112,41,2
1,150,975,38,2
1,365,847,274,3
1,210,696,114,0
0,21,640,104,1
0,21,640,104,4
1,365,847,358,3
0,21,640,104,1
0,30,640,140,0
1,30,696,178,1
0,60,640,167,1
1,270,793,318,2
0,1825,637,104,0
0,30,640,5,0
0,180,640,220,2
0,60,640,346,3
0,365,640,197,1
0,30,640,111,2
0,60,640,291,3
1,365,847,5,3
0,730,640,111,0
0,21,640,5,1
0,14,640,38,0
1,120,1149,252,2
0,60,640,216,2
1,3650,1066,130,1
1,120,298,26,3
0,28,640,216,4
1,365,450,114,3
1,180,365,318,3
0,28,640,220,1
0,730,1251,260,4
0,7,640,104,4
1,120,1116,320,3
1,1825,1255,98,1
1,365,1066,38,3
0,30,640,104,1
1,3650,364,89,2
1,2190,559,88,3
1,4,450,163,1
0,2,1251,260,0
1,270,101,289,2
0,120,640,42,0
0,60,640,111,0
1,300,450,89,3
1,365,73,56,2
0,90,632,216,2
1,730,450,38,3
0,90,640,41,2
0,120,639,324,2
1,30,696,252,1
1,730,307,226,0
1,1095,450,318,2
0,365,637,111,3
1,365,1057,307,2
0,3650,640,104,2
0,365,640,111,1
1,2190,24,307,2
0,3,640,38,4
0,60,640,324,3
0,2920,640,104,2
1,1460,847,150,2
1,365,481,329,3
1,3650,847,318,2
1,1095,449,353,3
0,21,640,216,1
0,120,640,38,2
0,180,640,111,1
1,1095,811,307,2
1,240,853,130,3
0,90,640,296,3
0,150,640,111,3
1,730,1066,86,3
1,120,559,226,0
1,730,463,289,3
0,4015,640,5,3
1,60,701,307,2
1,300,862,38,2
0,1095,640,104,2
1,60,847,166,3
0,180,640,216,2
1,240,450,131,3
0,30,640,5,1
1,365,449,289,1
1,365,450,353,0
0,30,640,38,1
1,1095,1335,263,3
0,300,640,63,1
1,365,1066,329,2
1,60,847,338,0
0,28,640,38,0
0,365,1251,211,0
1,1825,559,130,2
0,90,640,327,3
1,240,1116,38,3
0,60,640,5,1
1,3650,1235,134,2
1,730,865,130,3
0,90,640,5,4
0,21,640,104,1
0,120,637,5,3
0,60,640,104,2
1,1825,646,89,2
1,730,1026,38,2
1,365,450,165,3
0,60,1251,186,1
0,120,637,220,2
1,365,365,274,3
0,60,640,11,2
0,1460,636,5,2
0,730,640,104,1
0,21,640,111,4
0,30,640,38,0
1,180,357,307,3
1,365,74,353,2
0,1095,640,211,3
1,60,74,130,3
0,14,640,216,0
0,30,637,5,2
1,365,1090,88,2
1,365,450,276,2
0,365,637,291,0
1,365,737,274,2
0,4745,632,111,2
1,30,847,38,3
0,1095,640,5,2
1,30,1373,275,1
0,2920,922,104,2
0,180,637,38,2
0,365,640,216,2
1,2190,456,6,3
1,365,306,98,1
0,21,640,104,0
1,1095,559,226,1
0,2,640,5,4
0,150,637,131,1
0,730,640,5,1
1,1825,166,307,2
1,90,800,226,1
0,90,640,139,3
0,365,640,220,2
1,730,1065,98,1
1,1095,455,250,2
0,7,640,104,1
0,120,640,38,3
1,730,351,289,0
1,365,124,307,3
0,60,637,220,3
0,60,640,104,2
0,90,640,216,2
0,21,640,216,4
1,60,1116,329,2
0,365,640,220,2
0,30,640,38,2
1,365,1066,38,2
0,5,640,177,4
1,150,214,114,0
0,730,640,111,3
1,1095,1372,342,3
0,5110,632,318,2
0,270,640,296,3
1,30,478,353,2
0,1460,640,216,2
0,60,640,220,2
1,730,1365,33,2
1,1095,199,276,3
1,1095,450,329,2
0,90,640,296,3
1,1825,246,88,1
0,730,640,41,4
1,730,1197,36,2
1,365,962,194,3
1,2920,450,274,2
1,365,869,250,2
0,21,640,296,4
0,210,640,216,2
1,730,962,318,2
1,240,696,252,2
1,330,27,353,3
1,270,463,131,2
1,1825,559,289,2
1,365,980,5,2
1,730,1066,130,3
1,60,1130,130,3
0,210,640,104,3
0,60,640,68,2
1,330,1066,185,2
1,2190,74,48,2
0,1095,631,38,1
1,1460,1320,318,3
1,30,847,289,3
0,180,640,38,2
1,365,892,329,3
1,365,696,276,3
1,365,847,5,2
0,180,637,104,4
1,1095,1066,86,2
1,3285,737,187,2
1,2,1066,86,4
0,3,945,296,0
1,365,1221,353,1
0,7,640,142,0
0,3650,640,111,3
0,30,640,5,1
1,150,45,38,3
1,1095,307,289,0
1,1825,307,89,2
0,3285,640,216,2
0,60,640,38,2
0,365,640,86,1
0,4745,639,38,2
0,1095,1271,151,3
0,270,640,216,2
1,150,1066,5,1
1,1095,450,274,2
1,90,112,36,0
0,90,640,38,2
1,365,1197,25,2
1,2,696,88,1
1,730,1169,307,1
0,90,637,296,3
1,2555,438,130,2
1,365,1066,86,2
0,21,640,5,4
0,4380,640,216,1
0,60,640,38,2
0,1095,640,318,2
0,60,637,104,3
1,365,1066,38,2
1,730,1291,185,1
1,1460,1066,329,2
1,365,832,353,2
1,2555,695,36,2
1,60,847,38,0
0,1825,640,111,2
0,28,639,38,0
0,30,639,38,4
1,730,268,150,3
1,240,1235,163,2
1,150,1066,86,0
1,1095,961,5,3
1,365,696,307,2
1,3650,450,25,2
1,1460,298,38,2
0,4,640,63,0
1,60,1274,136,0
1,60,351,289,1
0,90,637,267,3
0,21,640,5,0
0,150,640,104,2
0,365,640,5,0
1,1460,1319,5,2
0,14,640,216,1
1,730,1066,130,2
0,14,640,111,1
0,30,640,216,0
0,365,640,86,3
0,90,640,104,0
1,1460,351,320,3
0,1460,632,111,3
0,730,632,296,0
0,60,640,104,0
1,365,559,258,2
0,5475,1251,59,2
1,4015,73,320,3
1,365,763,318,0
0,365,640,295,3
1,2190,495,276,2
1,4380,517,5,1
1,730,1170,329,3
1,1825,112,226,3
1,730,297,38,3
0,1825,640,111,3
0,60,640,216,1
1,2190,737,128,3
1,365,450,250,2
0,14,640,41,0
1,2920,74,329,3
1,365,450,274,2
1,2920,1065,86,1
1,270,244,354,2
1,730,559,36,3
1,210,450,166,3
1,730,125,88,3
1,120,1346,353,2
0,1460,637,38,4
1,730,1019,289,0
0,90,640,38,2
1,365,365,274,3
0,60,640,104,3
1,365,1066,38,2
1,1825,27,38,2
0,730,337,265,3
1,1825,1191,250,2
1,365,61,130,2
1,120,1066,86,0
1,730,167,38,2
1,60,214,130,2
1,730,74,231,0
0,365,640,194,1
1,730,1291,165,2
1,730,156,289,1
0,730,640,216,1
0,730,640,296,3
0,365,640,332,1
1,365,962,5,3
0,1825,640,140,3
0,120,640,296,3
1,730,962,131,2
1,365,696,252,2
0,365,640,139,3
1,2555,616,150,2
0,60,640,5,2
0,60,640,296,3
1,730,1066,324,1
1,730,1066,185,3
0,730,640,68,1
1,1825,1197,36,2
0,4,640,347,0
1,60,450,353,1
1,30,1066,330,1
0,28,1251,260,4
0,730,640,220,2
0,28,640,38,0
1,1825,450,274,0
0,365,640,104,2
1,1095,450,38,2
0,90,632,63,2
1,2190,962,318,3
1,90,1082,274,1
1,730,441,226,2
1,2920,1130,320,3
1,4380,37,166,2
1,365,696,25,3
0,730,640,104,2
1,4380,450,274,1
1,5110,450,274,0
0,28,640,104,0
1,1825,518,289,3
1,120,1066,165,3
1,1460,1197,36,1
1,1095,450,274,2
1,365,1066,289,3
1,3285,737,137,2
1,730,1066,98,2
0,60,640,318,0
0,730,640,291,0
1,365,1177,320,2
0,60,640,38,3
1,30,249,259,3
0,730,640,296,3
1,1095,696,25,3
1,90,450,358,2
1,4745,847,88,2
0,365,640,211,0
1,730,847,5,3
1,1825,847,274,2
1,1095,74,114,0
0,28,640,38,0
1,730,27,185,2
1,150,1066,86,0
1,330,1066,38,2
0,4380,640,104,1
1,365,696,276,3
1,30,559,48,3
1,240,74,338,2
1,60,365,36,0
0,30,640,104,3
1,1825,878,5,3
0,60,640,104,2
1,300,1274,276,3
0,365,632,150,0
0,60,640,139,3
1,4380,438,131,1
0,60,640,302,0
1,365,847,38,2
1,730,365,131,2
1,90,249,150,3
1,365,450,353,3
1,365,1066,86,2
1,1825,681,5,2
1,60,696,276,4
1,730,1066,38,3
1,1460,343,88,2
1,365,559,88,1
1,365,559,25,2
1,1825,450,289,2
1,2920,1083,150,3
1,1825,730,150,2
1,30,450,5,2
0,14,640,342,1
0,30,640,167,2
1,2190,696,274,3
1,2190,979,194,2
0,120,640,38,2
1,2190,179,36,3
1,60,811,329,2
1,365,450,274,2
1,2190,449,38,2
1,240,1066,324,1
0,60,632,5,2
1,270,1037,324,3
1,2555,167,36,3
0,150,640,68,4
1,1095,809,224,3
0,730,640,41,1
1,2190,1066,38,3
1,365,1066,38,2
1,1095,1066,38,3
1,30,1236,320,1
0,60,640,5,2
1,1460,1291,250,1
1,1460,962,318,3
0,3,640,104,0
1,3650,211,318,3
0,1095,640,104,0
1,1095,450,289,2
1,2190,1365,276,3
1,120,962,166,2
0,21,640,216,1
0,28,1251,186,1
0,5110,640,104,2
0,3650,640,104,3
0,60,640,38,3
0,150,640,291,0
1,1095,662,88,2
1,730,909,38,2
1,365,956,25,3
1,1825,407,98,3
0,730,637,111,4
0,300,640,38,3
1,2190,962,2,3
1,1095,1197,36,1
0,14,640,63,4
0,2555,640,38,2
0,90,640,5,3
1,60,307,130,3
1,60,1066,86,2
1,365,407,329,2
1,2555,549,128,3
0,21,640,104,4
1,1095,450,329,3
1,365,89,48,3
1,60,892,38,0
0,21,640,104,0
0,90,640,291,3
1,1825,755,86,2
1,365,585,36,2
1,365,167,329,3
1,365,1255,38,3
1,150,829,354,1
1,1095,1066,329,3
0,270,637,291,0
0,21,1271,260,0
0,21,640,104,1
1,730,450,88,1
0,1825,637,5,2
1,30,891,130,1
1,1460,878,166,1
1,60,249,165,3
0,365,637,41,4
1,365,74,307,3
1,180,407,353,1
1,730,125,328,3
1,365,450,38,3
1,60,696,259,3
0,60,637,220,2
1,365,811,320,2
1,730,1255,318,0
1,730,1291,86,2
1,1825,1255,128,2
0,14,640,216,1
1,60,696,289,2
1,365,847,38,3
1,1095,962,2,2
0,1095,640,5,0
1,1460,1066,330,3
1,1095,847,358,2
1,210,1066,86,3
0,14,640,38,1
1,365,736,189,1
0,90,640,5,1
0,28,640,104,1
1,730,616,36,2
0,21,640,111,0
1,1095,897,130,3
1,2920,495,289,2
1,1825,1066,276,3
1,30,737,130,2
1,1095,167,130,3
0,2920,640,38,3
1,30,1035,38,1
1,1095,1088,250,2
0,30,640,320,1
0,730,640,324,0
1,730,125,307,2
0,21,640,111,0
0,120,637,41,3
1,365,1324,69,3
1,730,55,130,3
0,21,637,38,1
0,1095,640,104,2
0,365,640,38,0
0,60,639,16,1
1,1095,216,289,3
1,210,436,165,2
1,1460,450,5,2
1,120,810,38,2
0,730,640,296,3
0,365,636,291,3
1,120,112,130,0
1,365,438,130,3
0,240,640,220,2
0,365,640,104,2
0,4380,640,38,2
0,120,640,5,3
0,7,640,220,0
0,365,640,216,3
1,4380,407,307,0
1,1825,449,289,2
1,90,401,226,2
0,730,640,111,3
0,4380,640,111,2
0,60,640,104,3
1,365,313,239,3
1,150,1146,131,3
1,30,962,38,1
1,2920,847,38,2
0,1,640,291,0
1,1825,1365,124,1
1,1095,1066,98,3
0,365,637,216,3
0,7,640,104,4
1,150,1066,89,3
1,1825,1066,330,3
1,30,438,38,1
1,365,1255,318,2
0,30,640,38,1
1,1095,1066,88,2
1,120,450,289,2
1,730,73,58,2
1,365,846,150,2
1,365,307,320,2
0,4015,640,38,2
1,2555,1343,318,2
1,365,450,307,3
1,2190,1066,86,3
0,365,640,332,0
1,30,127,227,0
0,120,640,291,3
1,365,407,38,3
0,1460,640,5,2
0,240,640,109,3
1,60,450,130,3
0,180,1251,59,0
1,1825,936,250,2
1,1095,543,259,3
0,60,640,104,3
0,60,640,220,2
1,2190,547,58,1
1,730,1236,132,2
1,30,1069,318,1
1,2555,764,318,2
0,90,640,104,3
1,2190,890,353,3
1,730,930,318,3
0,1095,640,104,3
0,730,640,86,0
1,1095,847,38,0
0,365,640,220,2
1,90,407,330,2
1,60,847,5,0
1,1095,847,364,0
1,730,1066,130,1
0,180,632,139,0
1,2190,1066,226,3
1,3285,1095,98,3
0,21,640,63,1
0,1095,637,104,2
0,4,640,139,0
1,365,199,276,3
1,1095,450,274,3
1,60,847,5,3
0,90,640,104,3
0,60,640,139,3
1,365,764,130,2
1,730,307,226,3
0,14,640,111,1
1,730,1066,289,2
1,2190,438,25,2
0,60,640,5,3
1,365,720,114,0
1,3285,847,364,3
1,365,61,354,3
1,90,1066,6,2
0,1095,637,38,3
1,120,696,114,0
1,730,847,5,2
1,730,847,274,2
0,30,640,104,1
1,60,101,38,2
1,1460,450,25,3
1,1095,1005,36,3
0,2920,632,216,3
1,60,967,38,0
1,1095,923,318,2
0,60,640,63,3
0,4380,637,63,3
0,60,640,104,2
1,60,220,179,2
1,1825,88,274,2
1,730,307,86,0
1,1460,450,307,3
0,60,640,5,2
0,365,640,216,1
0,730,1251,186,3
1,210,1066,130,3
0,21,640,41,1
1,730,388,38,3
1,365,268,150,3
0,365,640,104,3
0,14,640,38,4
1,365,450,274,2
1,60,696,25,2
1,730,1101,320,1
1,5840,924,318,3
1,60,878,150,2
1,365,1343,353,2
0,365,640,86,0
1,1095,847,5,3
1,730,1066,289,3
1,1460,909,346,2
1,365,1291,130,3
0,28,640,104,4
0,60,640,5,0
1,210,980,31,1
1,120,559,88,2
1,730,450,274,3
0,120,640,5,3
0,60,640,220,2
0,2920,1207,41,3
1,365,980,36,3
1,4380,847,358,0
0,30,640,111,0
0,2920,632,296,0
1,730,1077,38,3
0,14,640,104,4
0,30,640,38,1
1,365,1066,41,2
1,730,249,38,2
0,28,640,139,0
1,300,561,318,2
0,7,640,220,1
1,3285,449,88,3
1,730,1197,25,3
1,30,811,329,1
1,365,681,26,2
1,365,450,128,2
1,365,106,23,2
0,180,363,150,2
1,730,1066,278,2
0,60,640,86,3
1,60,559,36,2
1,1825,438,289,3
1,730,1293,86,3
0,90,640,216,2
1,365,774,353,2
1,1095,450,36,2
0,60,640,220,2
1,730,1291,86,3
0,90,640,104,3
1,730,1236,353,0
0,365,637,68,2
0,60,640,5,1
0,30,640,139,3
1,730,450,88,3
1,30,891,334,1
0,21,640,320,1
1,60,221,289,3
0,4,640,104,1
0,3650,1251,320,0
1,1,847,254,4
1,90,980,204,2
0,2190,640,320,3
1,3285,847,239,3
1,1460,450,38,2
1,300,1373,36,2
0,730,640,220,2
1,3285,338,344,1
1,60,846,274,2
0,60,640,318,3
1,240,737,187,3
1,730,980,204,2
1,2555,1324,307,1
0,90,640,211,3
1,2555,1066,130,3
0,60,640,104,2
1,1460,936,36,1
1,365,365,88,3
1,60,980,137,2
1,240,720,153,3
1,300,1066,274,1
1,730,298,38,0
0,120,640,104,0
0,60,640,216,3
0,240,640,5,4
1,365,518,5,2
0,1460,640,41,2
1,3650,307,318,0
1,3285,559,226,3
1,365,1066,38,0
1,730,504,89,1
1,150,578,252,2
1,730,45,98,2
1,180,253,98,2
0,30,640,5,1
0,60,640,291,3
1,365,847,38,2
1,2190,61,353,2
1,330,890,5,2
0,60,640,38,3
0,21,640,168,1
1,1095,374,334,2
0,730,640,167,3
1,1460,853,38,3
1,90,450,38,2
0,90,640,5,4
1,730,1197,36,2
0,1,640,5,4
0,730,640,5,0
0,60,640,63,2
1,90,1066,86,2
1,30,1066,38,0
1,4380,869,25,0
1,60,846,318,0
1,1095,847,5,0
1,60,975,38,2
1,730,74,230,3
0,30,640,347,0
0,730,640,38,3
0,21,640,139,0
0,730,640,5,1
0,14,640,104,0
0,60,1251,211,3
1,2190,668,307,3
0,7,640,104,4
0,60,640,220,2
1,120,1105,289,2
1,30,1105,226,0
1,240,70,114,2
1,1825,1066,86,3
0,90,640,296,3
1,150,537,289,3
1,300,307,289,3
1,30,180,25,2
1,1825,171,307,3
1,730,1170,307,3
0,3285,640,86,2
1,365,1365,36,0
1,365,847,38,2
0,1825,1251,167,2
1,2920,1033,318,2
1,365,1248,274,1
1,300,438,318,3
0,120,640,5,2
0,150,640,5,2
0,730,640,186,1
0,60,640,220,3
0,1825,640,168,4
1,365,1346,281,2
1,730,847,38,2
0,60,640,220,2
0,90,640,216,3
1,730,847,38,2
0,60,640,220,3
1,1460,380,38,3
1,730,1146,5,2
1,5475,1221,307,3
0,730,632,216,0
0,365,640,5,3
1,1460,847,38,2
1,4380,1169,163,2
1,3285,55,259,3
0,60,637,111,2
0,90,640,38,3
1,1825,696,252,3
0,90,640,104,3
1,1095,847,5,1
1,1825,559,230,2
1,1825,1219,342,3
0,60,640,111,2
1,730,307,330,3
1,365,249,38,3
1,1095,167,38,2
1,365,1038,130,2
0,365,640,177,0
1,1095,1066,348,2
1,365,249,38,2
1,30,847,130,2
1,730,811,318,3
0,30,639,111,3
1,1825,847,38,3
0,60,640,167,2
0,60,640,5,3
0,2555,640,5,2
0,90,632,296,3
1,365,846,88,2
1,365,450,274,2
0,180,640,296,3
1,60,880,38,3
1,1095,1066,86,2
0,7,640,104,4
1,300,764,318,1
0,1825,632,68,2
1,730,955,150,3
0,60,640,149,3
1,150,1066,320,1
0,60,637,11,2
1,730,227,36,3
1,3650,1145,276,2
1,3650,1066,165,2
1,2190,450,289,2
0,60,640,332,1
1,60,847,274,0
1,3650,11,320,2
0,120,640,291,0
1,365,1245,198,3
1,60,907,289,1
0,7,640,216,4
1,730,1066,98,2
1,365,401,289,0
0,90,640,104,3
1,1095,239,289,2
0,365,639,346,2
0,28,640,104,1
0,120,640,38,3
0,14,640,104,1
1,365,450,36,3
1,1460,380,41,2
1,730,495,89,2
1,60,249,130,2
0,30,640,111,1
1,365,1177,307,3
1,730,1147,259,2
0,30,640,86,1
0,14,640,38,4
0,21,640,291,0
0,21,640,220,1
0,365,1271,260,3
0,1095,922,104,2
0,300,637,296,3
1,365,1066,130,3
1,2190,1066,98,2
1,60,847,38,2
1,1460,617,248,3
0,21,640,104,1
1,365,847,226,2
0,90,637,38,3
1,1460,580,38,3
1,240,609,320,3
1,120,249,38,2
1,1460,307,130,0
1,2190,450,307,3
1,730,737,226,2
1,730,1066,89,2
1,730,450,5,0
1,2190,962,318,3
1,150,520,131,3
1,730,847,5,2
1,730,930,318,1
1,3650,518,38,2
1,730,696,36,3
0,3,640,38,4
1,1825,479,137,3
0,21,640,111,1
1,730,711,274,3
1,300,170,36,2
0,30,640,291,0
1,365,1146,88,2
0,730,640,63,2
1,1825,559,226,3
1,365,450,274,0
0,180,640,38,1
1,1825,559,5,3
1,30,811,38,3
1,365,1158,289,3
1,365,65,125,2
0,120,640,104,2
1,3285,936,25,3
0,60,640,38,1
1,2920,737,274,2
0,21,637,216,1
1,60,1066,130,2
1,365,1076,38,2
1,5840,249,38,3
0,60,640,5,3
1,730,980,204,2
0,150,637,41,3
1,1825,862,38,2
1,730,351,329,2
1,2920,847,38,2
1,60,307,307,3
0,150,640,220,1
0,180,640,38,3
1,730,249,5,2
1,730,1031,329,3
1,1095,1065,88,2
0,60,1251,260,3
1,270,1066,130,2
1,60,847,5,2
1,60,665,353,2
1,1460,1319,318,2
1,30,709,307,1
1,2555,1269,307,2
1,240,450,178,3
0,2,640,104,1
1,180,1105,89,3
1,730,1066,178,3
0,7,640,111,4
1,365,853,38,2
1,365,1365,276,2
1,730,73,48,2
1,365,504,226,3
0,14,637,68,1
0,28,640,104,0
1,1825,450,137,2
0,730,1279,111,1
0,730,640,38,4
0,30,640,68,4
0,21,640,291,0
1,90,847,358,2
1,730,1066,165,2
0,120,637,104,4
1,365,1066,86,3
0,730,640,104,2
0,1825,637,332,2
1,730,1346,320,3
0,730,637,104,3
1,365,1066,130,3
1,730,765,318,3
1,300,559,5,2
0,365,640,111,4
1,120,112,89,1
0,365,640,139,3
1,1095,450,38,3
0,180,631,5,3
1,730,507,88,2
0,120,640,327,2
1,365,1049,38,1
0,14,640,139,0
0,730,640,5,4
1,730,1066,165,1
1,730,559,36,3
1,240,407,165,0
1,365,1236,338,0
1,1825,450,329,2
1,1095,847,88,0
1,730,32,38,1
1,120,585,226,1
0,365,640,168,2
1,60,1149,88,3
1,150,1186,226,3
0,180,640,305,2
1,2920,696,36,1
1,180,559,307,3
1,60,1262,37,2
1,180,847,358,2
0,210,640,204,0
1,730,504,5,3
1,5110,450,150,3
0,60,632,5,0
1,730,313,329,2
1,4015,504,114,3
1,730,74,329,3
1,730,407,320,2
1,270,1131,329,2
1,730,847,89,2
0,2555,1272,262,3
0,1,640,318,4
0,1095,640,111,2
0,730,640,111,2
0,60,640,324,3
0,30,1251,297,0
1,300,956,36,2
0,30,1251,186,0
1,60,901,5,2
0,30,637,295,0
1,730,1186,33,2
1,2555,450,130,1
1,180,1066,318,3
0,1460,1251,211,3
1,2190,365,274,3
1,2190,55,289,3
1,3285,811,329,3
1,4745,1170,320,3
1,1095,955,226,2
1,150,862,38,3
1,730,450,318,2
0,1095,640,38,2
1,2190,249,38,3
1,1460,847,358,2
0,365,640,5,3
1,90,561,274,1
1,730,847,5,3
1,730,1066,289,3
0,120,640,5,2
1,730,1070,88,2
1,60,696,114,1
1,330,811,353,2
0,300,640,139,0
0,90,640,104,0
0,30,640,111,1
1,4380,1336,41,2
1,1095,1291,89,3
0,150,640,104,1
0,14,640,38,1
1,730,531,329,2
1,2190,1236,177,2
1,365,1146,98,1
1,270,1077,250,3
0,1095,640,38,0
1,730,1368,25,2
0,210,640,5,0
1,60,696,114,2
1,2190,962,318,3
1,300,1109,98,2
0,3,640,104,4
0,60,640,63,2
1,365,298,98,2
1,730,1259,353,2
1,1095,750,358,2
0,730,640,5,1
1,365,992,204,3
0,730,639,139,3
1,210,879,358,3
1,365,847,5,2
1,365,1066,98,3
0,365,640,104,3
1,1095,764,318,3
1,1460,1196,25,2
1,1095,1066,98,3
1,150,463,38,3
1,730,1066,185,2
0,28,640,5,0
1,2555,956,25,2
0,120,640,38,0
0,30,640,5,4
1,240,846,5,3
1,30,1105,26,0
1,3650,539,252,3
1,2190,1266,271,2
1,365,822,329,2
1,1095,847,38,3
1,1460,450,187,2
1,210,847,165,2
1,1460,450,209,3
0,0,632,332,0
1,365,452,230,3
0,365,640,291,0
1,1095,450,289,2
1,3650,1364,284,2
0,3650,640,139,3
1,730,450,274,2
1,3650,1066,88,3
1,150,696,114,3
1,2555,1191,178,3
1,365,818,321,3
0,21,640,139,0
1,1095,1066,38,1
0,1095,640,104,3
1,30,847,130,2
0,365,1251,211,2
0,90,640,63,3
0,365,637,38,3
0,120,640,41,0
1,5840,764,284,3
1,730,450,36,2
1,1460,54,130,3
1,90,450,274,2
0,60,640,318,2
0,30,640,104,1
1,730,1066,38,2
0,90,640,41,2
0,365,640,320,0
1,365,1066,324,3
0,120,640,220,2
1,3650,1203,25,3
1,730,720,5,2
1,730,1065,86,2
1,4380,1359,38,2
1,365,847,88,3
1,60,585,38,3
1,365,853,350,3
1,300,980,28,2
0,90,640,104,2
1,730,407,51,2
1,180,726,25,3
1,60,847,5,3
0,150,640,68,3
1,300,737,131,3
1,1095,1083,320,3
0,3650,632,167,2
0,1095,637,38,2
1,1095,1066,130,0
1,365,450,318,2
1,60,261,349,0
0,60,640,216,3
0,30,640,38,0
0,120,640,111,3
